,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
minor,,,,,,,,,,,,,,,,,0.233,0.233,0.233,,,,,,,,,,,,,,,,,,,
possible ford,,,,,,,,,,,,,,,,,,,0.023,0.023,0.023,0.023,0.023,0.023,,,,,,,,,,,,,,
construction,,,,,,,,,,,,,,,,,,,,,,,,24.902,25.85,31.604,31.653,31.637,31.767,32.405,46.308,2.101,2.101,12.837,18.209,16.609,16.923,16.923
services,,,,,,,,,,,,,,,,,,,,,,,,11.207,4.168,1.291,1.291,1.291,1.291,1.291,1.291,1.291,1.291,1.291,1.291,1.291,1.291,1.291
motorway_link,,,,,,,,,,,,,,,,,,,,,,,,,8.541,0.055,0.055,0.055,0.055,0.055,0.055,,,7.531,8.308,8.308,10.214,10.214
residential road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186,,,,,,,
residentials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238,,,,,,,
rest_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927
crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163,0.067,0.067,0.067
junction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322,0.322,0.322,0.322
null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.297,0.297,0.297
