,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,,,,,,,
minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.861,2.861,2.861,2.861,2.861,,,
passing_place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574,0.068,0.068,0.068,0.068,0.068,0.068,0.068
pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357,,,,,,,
raceway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145,0.299,0.299,0.299,0.299,0.299,0.299,0.032
residencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.057,2.918,2.918,2.918,2.918,2.918,2.918,2.918
residensial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.692,,,,,,,
residental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.841,1.341,1.341,4.055,1.495,1.495,1.495,1.495
residentia lroad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.413,0.413,0.413,0.413,0.413,0.413,0.413
residentiai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.466,0.114,0.114,0.114,0.114,0.114,0.114,0.114
residential road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.443,0.526,0.526,0.526,0.526,0.526,0.526,0.526
residentialroad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136
school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282
unclasified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,,,,,,,
unclassfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.647,5.414,5.414,7.122,5.414,5.414,5.414,5.551
unclassified road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.589,0.901,0.901,0.901,0.901,0.901,0.901,0.901
unclassifiedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321
uncrasified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212,1.812,1.812,1.812,1.812,1.812,1.812,1.812
elevator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,0.03,0.03,0.03,0.076,0.076
resdential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251,0.251,0.251,0.251,0.251,0.251,0.251
unclassifed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.252,3.252,3.252,3.252,3.252,3.252,3.252
undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.322,7.322,7.322,7.322,7.322,7.322,7.322
y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.026,0.026,0.026,0.026,0.026,0.026
agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.456,0.456,0.456,0.456,0.456,0.456
access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253,0.253,0.253,0.253,0.253
bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.568,0.568,0.568,0.568,0.84
resisential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.455,,,,
unclassifield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.286,0.286,0.286,0.286
yas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889,,,,
stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.844,2.844,2.844
null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.539,17.539
p[,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102,0.102
rest_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039
