,2010-01,2010-04,2010-07,2010-10,2011-01,2011-04,2011-07,2011-10,2012-01,2012-04,2012-07,2012-10,2013-01,2013-04,2013-07,2013-10,2014-01,2014-04,2014-07,2014-10,2015-01,2015-04,2015-07,2015-10,2016-01,2016-04,2016-07,2016-10,2017-01,2017-04,2017-07,2017-10,2018-01,2018-04,2018-07,2018-10,2019-01,2019-04
unclassified;residential,,,,,,,,,,,,,,,,,,,,,0.457,,2.239,,,,,,,,,,,,,,,
unclassified;tertiary,,,,,,,,,,,,,,,,,,,,,7.357,7.357,,,,,,,,,,,,,,,,
emergency_access_point,,,,,,,,,,,,,,,,,,,,,,0.415,0.415,0.415,0.415,0.415,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.661
yes,,,,,,,,,,,,,,,,,,,,,,0.393,,,,,,,,,,,,,,,,
proposed,,,,,,,,,,,,,,,,,,,,,,,76.886,76.886,76.886,76.886,76.886,76.886,76.886,55.378,55.378,55.378,55.378,55.378,55.378,55.378,55.378,55.378
residential;unclassified,,,,,,,,,,,,,,,,,,,,,,,3.102,,,,,,,,,,,,,,,
tertiary;unclassified,,,,,,,,,,,,,,,,,,,,,,,4.559,,,,,,,,,,,,,,,
unclassified;track,,,,,,,,,,,,,,,,,,,,,,,4.309,,,,,,,,,,,,,,,
plantation,,,,,,,,,,,,,,,,,,,,,,,,2.016,,,,,,,,,,,,,,
escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059
corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.403,0.403,0.403,0.403,0.403,0.403,0.403,0.403
